Time,WC,WT,WL,AH,AT,HS
Sun May 15 15:05:25 2022,24.345657135944453,25.875,-999,70.93721632169785,22.6166015625,0
Sun May 15 15:05:57 2022,23.758107164522936,25.875,-978,79.83228100426928,22.6673828125,0
Sun May 15 15:06:30 2022,23.927528390088547,25.875,-989,71.35999137659098,22.7232421875,0
Sun May 15 15:07:02 2022,24.331116678108458,25.875,-989,78.51775857073478,22.7333984375,0
Sun May 15 15:07:34 2022,24.395800135396183,25.875,-972,77.2068067426287,22.7283203125,0
Sun May 15 15:08:06 2022,24.392257539192105,25.875,-1001,77.60219474291588,22.7029296875,0
Sun May 15 15:08:38 2022,24.292234060912207,25.8125,-981,68.96408915428762,22.6521484375,0
Sun May 15 15:09:10 2022,24.65110875712656,25.8125,-967,74.47287861470886,22.6216796875,0
Sun May 15 15:09:42 2022,24.706918301086763,25.75,-965,69.85661646829463,22.6419921875,0
Sun May 15 15:10:14 2022,24.603139515171453,25.8125,-990,77.0250307925218,22.6775390625,0
Sun May 15 15:10:46 2022,25.704937760231633,25.75,-1115,72.57400146829683,22.7029296875,0
Sun May 15 15:11:18 2022,27.855979490877402,25.75,-929,64.69138983190264,22.6724609375,0
Sun May 15 15:11:50 2022,29.76577232833306,25.6875,-1344,64.66647381762893,22.6318359375,0
Sun May 15 15:12:22 2022,26.726197581569597,25.75,-1525,64.85998896686839,22.6166015625,0
Sun May 15 15:12:54 2022,30.567601370819933,25.6875,-1684,65.61672111788083,22.5505859375,0
Sun May 15 15:13:26 2022,29.302602681511903,25.6875,-1699,72.83769125384596,22.5556640625,0
Sun May 15 15:13:58 2022,28.73841670868769,25.6875,-1708,70.9727498314737,22.519921875,0
Sun May 15 15:14:30 2022,28.942279089117697,25.6875,-1705,78.33057492470404,22.509765625,0
Sun May 15 15:15:02 2022,28.73829952953223,25.625,-1710,67.35230413236408,22.479296875,0
Sun May 15 15:15:34 2022,28.635247314243326,25.625,-1710,65.17958042702202,22.448828125,0
Sun May 15 15:16:06 2022,28.787748952846208,25.625,-1707,65.1035037863054,22.44375,0
Sun May 15 15:16:38 2022,29.579073720532904,25.5625,-1701,71.28605187380184,22.448828125,0
Sun May 15 15:17:11 2022,29.045281346228833,25.5625,-1705,69.43948690240714,22.45390625,0
Sun May 15 15:17:43 2022,28.682293005142714,25.5625,-1710,70.33682597344853,22.43359375,0
Sun May 15 15:18:15 2022,28.94448001923101,25.5625,-1705,70.54705551546665,22.428515625,0
Sun May 15 15:18:47 2022,29.64250361558832,25.5,-1690,74.29584460188767,22.438671875,0
Sun May 15 15:19:19 2022,29.71419825296278,25.5,-1692,74.99619703120719,22.469140625,0
Sun May 15 15:19:51 2022,29.19951630505674,25.5,-1702,80.44490113575601,22.499609375,0
Sun May 15 15:20:23 2022,28.78555601884593,25.5,-1707,73.12333074829556,22.499609375,0
Sun May 15 15:20:55 2022,28.670281968159376,25.5,-1710,66.26943208607915,22.484375,0
Sun May 15 15:21:27 2022,28.377440473286512,25.4375,-1717,68.888178217534,22.489453125,0
Sun May 15 15:21:59 2022,28.272416405938507,25.4375,-1717,68.48607079146747,22.530078125,0
Sun May 15 15:22:31 2022,28.16919448388113,25.4375,-1710,69.4818317926198,22.51484375,0
Sun May 15 15:23:03 2022,28.272190109852247,25.4375,-1719,70.78978473412432,22.525,0
Sun May 15 15:23:35 2022,29.0989900512918,25.375,-1701,72.25634697539597,22.5556640625,0
Sun May 15 15:24:07 2022,28.94300156514674,25.375,-1705,71.88551912608862,22.5658203125,0
Sun May 15 15:24:39 2022,29.368663346463833,25.375,-1704,74.10683316758413,22.5607421875,0
Sun May 15 15:25:11 2022,28.2681065010118,25.3125,-1717,68.61601175761139,22.53515625,0
Sun May 15 15:25:43 2022,27.861899842779422,25.3125,-1724,66.77654975657856,22.49453125,0
Sun May 15 15:26:15 2022,27.430965187837383,25.3125,-1725,69.47931995493495,22.47421875,0
Sun May 15 15:26:47 2022,27.809203122431818,25.3125,-1724,70.72334194676307,22.489453125,0
Sun May 15 15:27:19 2022,27.85989288710576,25.3125,-1724,68.68112047733132,22.469140625,0
Sun May 15 15:27:51 2022,28.012371830751103,25.3125,-1721,70.03373808765004,22.479296875,0
Sun May 15 15:28:23 2022,27.9073277731205,25.25,-1716,69.36734472772955,22.484375,0
Sun May 15 15:28:55 2022,29.61354324383148,25.25,-1690,68.22377878017569,22.469140625,0
Sun May 15 15:29:27 2022,29.86891381072586,25.25,-1688,68.81174360062808,22.47421875,0
Sun May 15 15:29:59 2022,28.272416405938507,25.1875,-1694,66.44561823837819,22.458984375,0
Sun May 15 15:30:32 2022,30.039998422115843,25.25,-1692,67.57549536924935,22.44375,0
Sun May 15 15:31:04 2022,29.405554182197463,25.25,-1694,75.58985749976742,22.489453125,0
Sun May 15 15:31:36 2022,29.45926550247973,25.1875,-1693,70.85787105640776,22.49453125,0
Sun May 15 15:32:08 2022,28.874138905469373,25.1875,-1695,68.42266994471069,22.458984375,0
Sun May 15 15:32:40 2022,29.33380406872917,25.125,-1695,74.20033169384736,22.45390625,0
Sun May 15 15:33:12 2022,29.50849144195478,25.125,-1695,67.45499241724028,22.398046875,0
Sun May 15 15:33:44 2022,29.66487884937498,25.125,-1693,70.42349676398436,22.367578125,0
Sun May 15 15:34:16 2022,29.613667371886546,25.125,-1693,75.07500000019618,22.367578125,0
Sun May 15 15:34:48 2022,29.51173822231171,25.125,-1694,69.84921763416413,22.37265625,0
Sun May 15 15:35:20 2022,30.277889086761277,25.0625,-1679,68.3643202230683,22.387890625,0
Sun May 15 15:35:52 2022,30.33134722462643,25.0625,-1679,69.81118484400271,22.377734375,0
Sun May 15 15:36:24 2022,30.282633668407158,25.0625,-1674,74.40002349229586,22.403125,0
Sun May 15 15:36:56 2022,30.32929554588079,25.0625,-1679,67.14095763161245,22.3828125,0
Sun May 15 15:37:28 2022,30.333786474792134,25.0625,-1680,70.12365693710667,22.3828125,0
Sun May 15 15:38:00 2022,30.228654039654586,25.0,-1696,70.7854476095325,22.377734375,0
Sun May 15 15:38:32 2022,30.111718322076843,25.0,-1685,70.0859901265458,22.387890625,0
Sun May 15 15:39:04 2022,29.30248118274907,25.0,-1699,73.35886569402983,22.418359375,0
Sun May 15 15:39:36 2022,29.405554182197463,25.0,-1697,77.78545599945932,22.41328125,0
Sun May 15 15:40:08 2022,29.40567699208818,25.0,-1696,72.31298583254288,22.398046875,0
Sun May 15 15:40:40 2022,29.50749931548157,25.0,-1693,73.94563731799903,22.43359375,0
Sun May 15 15:41:12 2022,29.71645915392387,24.9375,-1691,72.3172885115359,22.438671875,0
Sun May 15 15:41:44 2022,29.662870643532322,24.9375,-1693,73.6380093620363,22.418359375,0
Sun May 15 15:42:16 2022,29.39706042547228,24.9375,-1688,70.2715155114636,22.428515625,0
Sun May 15 15:42:48 2022,29.66299565427277,24.9375,-1690,72.74173552350437,22.43359375,0
Sun May 15 15:43:20 2022,29.819486735277764,24.9375,-1691,78.60652915910366,22.47421875,0
Sun May 15 15:43:52 2022,29.76577232833306,24.875,-1691,71.14730227450329,22.469140625,0
Sun May 15 15:44:24 2022,30.24377936683765,24.875,-1689,77.87816722017617,22.489453125,0
Sun May 15 15:44:56 2022,29.91997141130118,24.875,-1688,76.66842766046557,22.469140625,0
Sun May 15 15:45:28 2022,29.96937583533842,24.875,-1686,68.89718535538405,22.47421875,0
Sun May 15 15:46:00 2022,30.282242550046135,24.875,-1694,67.70037934586006,22.448828125,0
Sun May 15 15:46:32 2022,30.055937064643334,24.875,-1684,73.32485442199655,22.44375,0
Sun May 15 15:47:04 2022,29.199636933643465,24.8125,-1686,75.3988001190257,22.45390625,0
Sun May 15 15:47:36 2022,30.58407136464699,24.8125,-1673,67.97298348416275,22.408203125,0
Sun May 15 15:48:08 2022,30.534885936404105,24.8125,-1668,68.10084289122452,22.398046875,0
Sun May 15 15:48:40 2022,30.483493654102826,24.8125,-1674,71.01951759707812,22.337109375,0
Sun May 15 15:49:12 2022,30.488007210970146,24.8125,-1675,71.42444882819349,22.37265625,0
Sun May 15 15:49:44 2022,30.380698459622998,24.75,-1677,66.55289106151137,22.357421875,0
Sun May 15 15:50:16 2022,30.858613226843698,24.75,-1678,75.26884248291985,22.367578125,0
Sun May 15 15:50:49 2022,29.60928213314077,24.75,-1691,70.20828122871376,22.347265625,0
Sun May 15 15:51:21 2022,29.611414467038493,24.75,-1691,69.72435774504274,22.3625,0
Sun May 15 15:51:53 2022,29.768037227350668,24.75,-1691,67.92648928105865,22.347265625,0
Sun May 15 15:52:25 2022,29.74533422118443,24.75,-1689,69.91771835452396,22.3625,0
Sun May 15 15:52:57 2022,29.91781730555066,24.75,-1688,68.76024705727832,22.35234375,0
Sun May 15 15:53:29 2022,29.817344178835878,24.75,-1690,68.4584478854029,22.347265625,0
Sun May 15 15:54:01 2022,29.25112158886646,24.75,-1686,68.5657621547199,22.3421875,0
Sun May 15 15:54:33 2022,29.819360838724617,24.6875,-1690,71.57966073662645,22.347265625,0
Sun May 15 15:55:05 2022,29.758953642941133,24.75,-1689,66.9124412913187,22.347265625,0
Sun May 15 15:55:37 2022,29.97140581594221,24.6875,-1687,67.14738919130681,22.31171875,0
Sun May 15 15:56:09 2022,30.44734735361449,24.6875,-1684,67.75009851743123,22.306640625,0
Sun May 15 15:56:41 2022,30.074520666286862,24.6875,-1685,71.30040242116365,22.29140625,0
Sun May 15 15:57:13 2022,30.02524923503017,24.6875,-1686,67.79180779097649,22.296484375,0
Sun May 15 15:57:45 2022,30.018510697726928,24.6875,-1684,66.82395342236372,22.29140625,0
Sun May 15 15:58:17 2022,30.11416332059609,24.6875,-1685,69.28880453013602,22.29140625,0
Sun May 15 15:58:49 2022,30.12798060392327,24.625,-1683,66.85560584652426,22.296484375,0
Sun May 15 15:59:21 2022,30.228654039654586,24.625,-1682,69.36163730629514,22.321875,0
Sun May 15 15:59:53 2022,30.074392093531717,24.625,-1684,66.74778124812777,22.377734375,0
Sun May 15 16:00:25 2022,30.23558833094955,24.625,-1679,66.69850318488933,22.44375,0
Sun May 15 16:00:57 2022,29.714448716959115,24.625,-1675,69.65157617332332,22.479296875,0
Sun May 15 16:01:29 2022,30.02283666816948,24.625,-1684,66.5360516675001,22.530078125,0
Sun May 15 16:02:01 2022,31.14303437045657,24.625,-1645,66.54241642669201,22.5453125,0
Sun May 15 16:02:33 2022,31.713651324455498,24.5625,-1653,66.46957263347176,22.5708984375,0
Sun May 15 16:03:06 2022,30.839131418725152,24.5625,-1661,69.00292714055206,22.5912109375,0
Sun May 15 16:03:38 2022,31.25905157705322,24.5625,-1660,66.05458324018808,22.5708984375,0
Sun May 15 16:04:10 2022,32.64111794624092,24.5625,-1635,66.39951308245533,22.5708984375,0
Sun May 15 16:04:42 2022,32.438716343922934,24.5625,-1636,66.92662916191873,22.5607421875,0
Sun May 15 16:05:14 2022,31.00198287249046,24.5625,-1664,66.74276924777362,22.5607421875,0
Sun May 15 16:05:46 2022,30.84316527032614,24.5625,-1659,68.57782130470275,22.5912109375,0
Sun May 15 16:06:18 2022,30.94603350972486,24.5625,-1665,68.0082167369352,22.6115234375,0
Sun May 15 16:06:50 2022,31.153555935613223,24.5625,-1660,70.71412415894247,22.6369140625,0
Sun May 15 16:07:22 2022,31.053073760271673,24.5625,-1663,74.98206143519889,22.6724609375,0
Sun May 15 16:07:54 2022,31.32559771074589,24.5625,-1663,74.5064057958789,22.7029296875,0
Sun May 15 16:08:26 2022,30.99488832119877,24.5625,-1660,68.91948509320721,22.7232421875,0
Sun May 15 16:08:58 2022,30.7339035502964,24.5625,-1662,71.03698724008197,22.7283203125,0
Sun May 15 16:09:30 2022,31.053073760271673,24.5,-1661,70.00964269795632,22.7435546875,0
Sun May 15 16:10:02 2022,31.027114515742547,24.5,-1660,68.31485230598733,22.7740234375,0
Sun May 15 16:10:34 2022,31.769664656125393,24.5,-1647,71.9444083883449,22.7689453125,0
Sun May 15 16:11:06 2022,32.07946586698783,24.5,-1644,74.88870750332869,22.7841796875,0
Sun May 15 16:11:38 2022,31.76695271868897,24.5,-1647,67.26224894509153,22.7587890625,0
Sun May 15 16:12:10 2022,31.567808985573087,24.5,-1651,68.2441117741832,22.7587890625,0
Sun May 15 16:12:42 2022,31.610889983836508,24.5625,-1648,68.92370712318976,22.7537109375,0
Sun May 15 16:13:14 2022,31.513071994912615,24.5,-1651,68.74192221695667,22.7740234375,0
Sun May 15 16:13:46 2022,32.43564827618501,24.4375,-1632,77.0992850099887,22.7943359375,1
Sun May 15 16:14:19 2022,32.590169707951894,24.5,-1629,76.22309119995566,22.7994140625,1
Sun May 15 16:14:51 2022,32.13104809353179,24.625,-1641,68.53612437346301,22.7740234375,1
Sun May 15 16:15:23 2022,32.126293609625215,24.6875,-1640,68.2359704642564,22.7333984375,1
Sun May 15 16:15:55 2022,32.1626005207165,24.8125,-1641,67.78669419970132,22.6826171875,1
Sun May 15 16:16:27 2022,31.510525730068274,24.9375,-1651,81.20154630672039,22.7232421875,1
Sun May 15 16:16:59 2022,31.67143269509152,25.125,-1651,78.0531180794438,22.7689453125,1
Sun May 15 16:17:31 2022,31.561988749766037,25.1875,-1652,70.95698111791572,22.7384765625,1
Sun May 15 16:18:03 2022,31.672873048950365,25.375,-1665,75.58266818130636,22.7283203125,1
Sun May 15 16:18:35 2022,31.561846845256152,25.5,-1653,68.84477004963843,22.7283203125,1
Sun May 15 16:19:07 2022,30.228783961065425,25.6875,-1678,70.10292728425338,22.6927734375,0
Sun May 15 16:19:39 2022,30.230954921180857,25.8125,-1668,74.53246443634545,22.6927734375,0
Sun May 15 16:20:11 2022,30.380567182519997,25.875,-1675,71.80752926981856,22.6673828125,0
Sun May 15 16:20:43 2022,30.382884056272342,25.875,-1677,79.92974017468016,22.7283203125,0
Sun May 15 16:21:15 2022,30.174936058185924,25.9375,-1679,73.68510831738963,22.7384765625,0
Sun May 15 16:21:47 2022,30.60377361239545,25.9375,-1678,67.75537960089547,22.6978515625,0
Sun May 15 16:22:19 2022,31.102202575061156,26.0,-1662,72.9926762894699,22.7435546875,0
Sun May 15 16:22:51 2022,30.84759667171078,26.0,-1668,72.56100338552118,22.7384765625,0
Sun May 15 16:23:23 2022,31.260871117507097,26.0,-1660,78.83838450847357,22.7587890625,0
Sun May 15 16:23:55 2022,30.877787000594967,26.0,-1666,74.05709098647104,22.7435546875,0
Sun May 15 16:24:27 2022,30.174936058185924,26.0,-1679,80.03509812586452,22.7791015625,0
Sun May 15 16:24:59 2022,29.92022542793025,26.0,-1684,70.65658279115344,22.7537109375,0
Sun May 15 16:25:31 2022,29.812794390518075,26.0,-1679,70.94822345674287,22.6927734375,0
Sun May 15 16:26:03 2022,30.074392093531717,25.9375,-1681,80.31046274259627,22.7283203125,0
Sun May 15 16:26:35 2022,30.230825450103744,26.0,-1680,71.69372962724947,22.7333984375,0
Sun May 15 16:27:08 2022,30.12581629126518,25.9375,-1680,81.4470104167552,22.7638671875,0
Sun May 15 16:27:40 2022,30.248068921857033,25.9375,-1680,68.58183491904371,22.7435546875,0
Sun May 15 16:28:12 2022,30.074392093531717,25.9375,-1682,68.45252702801966,22.7333984375,0
Sun May 15 16:28:44 2022,30.02296434572997,25.9375,-1682,74.63755553660013,22.7384765625,0
Sun May 15 16:29:17 2022,30.12581629126518,25.875,-1680,73.54725982941169,22.7587890625,0
Sun May 15 16:29:49 2022,30.156256054415888,25.875,-1678,74.81006554708466,22.7537109375,0
Sun May 15 16:30:21 2022,30.277889086761277,25.875,-1676,72.98111913744862,22.7435546875,0
Sun May 15 16:30:53 2022,30.431966098205688,25.8125,-1676,73.29198269781453,22.7232421875,0
Sun May 15 16:31:25 2022,30.588741094660342,25.8125,-1671,70.73399895940838,22.7029296875,0
Sun May 15 16:31:57 2022,30.741511980209882,25.8125,-1669,71.99359540893491,22.7232421875,0
Sun May 15 16:32:29 2022,30.64259808239735,25.8125,-1670,71.13238404525876,22.7232421875,0
Sun May 15 16:33:01 2022,30.078582836725317,25.75,-1669,76.75361464224675,22.7029296875,0
Sun May 15 16:33:33 2022,30.633648790121207,25.75,-1669,78.34402623450589,22.7181640625,0
Sun May 15 16:34:05 2022,30.02499432633376,25.75,-1670,70.79322135882354,22.7080078125,0
Sun May 15 16:34:37 2022,30.74041965092767,25.75,-1670,72.913373362918,22.7080078125,0
Sun May 15 16:35:09 2022,30.177236939712195,25.75,-1678,72.86494994536102,22.7029296875,0
Sun May 15 16:35:41 2022,30.330358503396518,25.75,-1678,72.7297950606685,22.7740234375,0
Sun May 15 16:36:13 2022,30.38301533337534,25.6875,-1677,72.55955109074932,22.7791015625,0
Sun May 15 16:36:45 2022,30.382884056272342,25.75,-1674,68.79475236792668,22.7638671875,0
Sun May 15 16:37:17 2022,30.228524568577473,25.75,-1672,78.15484346901576,22.825,0
Sun May 15 16:37:49 2022,30.175065529263037,25.6875,-1677,68.9531093842872,22.81484375,0
Sun May 15 16:38:21 2022,30.020675458373255,25.625,-1679,70.79177534864303,22.819921875,0
Sun May 15 16:38:53 2022,30.642062957187214,25.625,-1668,68.45772403612037,22.819921875,0
Sun May 15 16:39:25 2022,31.06636795817096,25.6875,-1667,68.50518243978374,22.7994140625,0
Sun May 15 16:39:57 2022,31.050845680077398,25.625,-1659,68.72036956738135,22.7892578125,0
Sun May 15 16:40:29 2022,30.74041965092767,25.625,-1666,69.5166500940144,22.7587890625,0
Sun May 15 16:41:01 2022,30.226219688994686,25.625,-1663,73.43131419780788,22.7841796875,0
Sun May 15 16:41:33 2022,32.491045875672555,25.625,-1637,69.22788566972316,22.8044921875,0
Sun May 15 16:42:05 2022,32.12874641729918,25.625,-1641,69.54178356589142,22.825,0
Sun May 15 16:42:37 2022,31.97716647515703,25.5625,-1643,75.28850583562523,22.865625,0
Sun May 15 16:43:09 2022,31.974729659709137,25.5625,-1636,71.66101389221593,22.860546875,0
Sun May 15 16:43:41 2022,31.818543795447535,25.5625,-1645,68.47631633547108,22.865625,0
Sun May 15 16:44:13 2022,31.972288846204727,25.5,-1643,68.64443742533439,22.860546875,0
Sun May 15 16:44:45 2022,32.026023054542364,25.5625,-1642,68.57472511511037,22.865625,0
Sun May 15 16:45:17 2022,32.5548545593728,25.5,-1640,69.23251508482008,22.87578125,0
Sun May 15 16:45:49 2022,32.2336182438364,25.5,-1638,69.2012487037459,22.891015625,0
Sun May 15 16:46:21 2022,31.97702125412688,25.4375,-1643,69.55077094677654,22.87578125,0
Sun May 15 16:46:54 2022,32.84373035426109,25.5,-1627,71.06242288352848,22.91640625,0
Sun May 15 16:47:26 2022,32.775005201891325,25.5,-1628,68.97738477399939,22.921484375,0
Sun May 15 16:47:58 2022,32.89526933528951,25.5,-1624,71.81214826074067,22.93671875,0
Sun May 15 16:48:30 2022,33.6119686950489,25.5,-1611,68.81171040784227,22.941796875,0
Sun May 15 16:49:02 2022,33.71946996888606,25.4375,-1613,73.39737576593575,22.982421875,0
Sun May 15 16:49:34 2022,33.61857726422629,25.4375,-1617,70.46968331045919,22.982421875,0
Sun May 15 16:50:06 2022,33.564000824836924,25.4375,-1611,71.95023972310602,22.972265625,0
